55,sf calc 2,A (101..301) B (155..199) C (101..301) D (155..199) ,G[\(a = \)]A*C/10000[\(b = \)]D-Bh0,2012-08-26 12:36:22.201296,2012-08-26 12:45:11.255065,"Calculate \((`A/100`\times 10^{`-B`})\times (`C/100`\times 10^{`D`})\), expressing your answer in the form \(a \times 10^b\)",s3,sg00,"Calculate \((`A/100`\times 10^{`-B`})\times (`C/100`\times 10^{`D`})\), expressing your answer in the form \(a \times 10^b\)",1
59,sf calc 6,A (11..99) B (11..39) ,G[\(a = \)]((A/10)^(.5))[\(b = \)]Bh0,2012-08-26 13:01:23.91567,2012-08-26 13:13:27.554878,"Calculate \(\sqrt{`A/10`\times 10^{`2*B`}}\), giving the values of  \(a \) and \(b\) in  \(a \times 10^b\)",s2,sg00,"Calculate \(\sqrt{`A/10`\times 10^{`2*B`}}\), giving the values of  \(a \) and \(b\) in  \(a \times 10^b\)",1
56,sf calc 5,A (11..21) B (11..33) ,[\(a = \)](A^3)/1000[\(b = \)]3*Bh0,2012-08-26 12:53:53.677175,2012-08-26 15:58:10.763066,"Calculate \((`A/10`\times 10^{`B`})^3\), giving the values of  \(a \) and \(b\) in  \(a \times 10^b\)",s2,sg00,"Calculate \((`A/10`\times 10^{`B`})^3\), giving the values of  \(a \) and \(b\) in  \(a \times 10^b\)",1
163,Horizontal projectile 2,A (31..88) B (11..21),[Time = `\(\mathrm{s}\)]B/A[Height = `\(\mathrm{m}\)]0.5*9.81*(B/A)^2,2012-10-22 11:26:04.331302,2012-10-22 15:02:25.597198,"Alternatively, if \(u = `A/10`\mathrm{ms^{-1}}\) and \(d = `B/10`\mathrm{m}\), find the time of flight and the height \(h\)",s3,sg05,"Alternatively, if \(u = `A/10`\mathrm{ms^{-1}}\) and \(d = `B/10`\mathrm{m}\), find the time of flight and the height \(h\)",1
57,sf calc 7,A (321..999) B (101..149) ,G[\(a = \)](A^2)/100000[\(b = \)]2*B+1h0,2012-08-26 12:55:59.186854,2012-08-26 16:34:54.594177,"Calculate \((`A/100`\times 10^{`B`})^2\), giving the values of  \(a \) and \(b\) in  \(a \times 10^b\). You need to ensure that \(a\) is less than \(10\).",s3,sg00,"Calculate \((`A/100`\times 10^{`B`})^2\), giving the values of  \(a \) and \(b\) in  \(a \times 10^b\). You need to ensure that \(a\) is less than \(10\).",1
61,P=VI 1,A (23..49) B (11..99),[\(P = \)`\(\mathrm{W} \)]A*B/100,2012-08-27 13:32:32.650999,2012-08-27 13:34:34.260026,Find \(P\) when \(V=`A/10`\mathrm{V}\) and  \(I=`B/10`\mathrm{A}\),s2,sg00,Find \(P\) when \(V=`A/10`\mathrm{V}\) and  \(I=`B/10`\mathrm{A}\),1
221,linear algebra 1a similar,"",[\(x\)=]5,2013-03-25 16:36:16.346505,2013-03-25 16:36:16.397653,"1i) Solve the linear equation
\(2x + 5 = 15\) to find \(x\)",h0,linear algebra,"1i) Solve the linear equation
\(2x + 5 = 15\) to find \(x\)",262
62,P=VI 2,A (43..99) B (29..99),[\(a = \)]A*B/1000[\(b = \)]-6,2012-08-27 13:39:05.014655,2012-08-27 13:39:05.020673,Find \(P\) when \(V=`A/10`\times 10^{-3}\mathrm{V}\) and  \(I=`B/10`\times 10^{-4}\mathrm{A}\). Enter the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{W}\).,s2,sg00,Find \(P\) when \(V=`A/10`\times 10^{-3}\mathrm{V}\) and  \(I=`B/10`\times 10^{-4}\mathrm{A}\). Enter the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{W}\).,1
63,P=VI 3,A (43..99) B (29..99),[\(V = \)`\(\mathrm{V}\)]A/B,2012-08-27 13:43:39.257072,2012-08-27 13:43:39.262784,Find \(V\) when \(P=`A/10`\mathrm{W}\) and  \(I=`B/10`\mathrm{A}\). ,s2,sg00,Find \(V\) when \(P=`A/10`\mathrm{W}\) and  \(I=`B/10`\mathrm{A}\). ,1
68,\(E=\frac{1}{2}kx^2\) 3,A (10..18) B (19..31),G[\(a = \)]200*A/(B^2)[\(b = \)]7h0,2012-08-27 17:06:34.516539,2012-08-28 15:09:30.019127,Find \(k\) when \(E=`A/10` \times 10^{-2}\mathrm{J}\) and  \(x=`B/10` \times 10^{-5}\mathrm{m}\). Enter the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{Nm^{-1}}\).,s2,sg00 subsolve,Find \(k\) when \(E=`A/10` \times 10^{-2}\mathrm{J}\) and  \(x=`B/10` \times 10^{-5}\mathrm{m}\). Enter the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{Nm^{-1}}\).,1
64,\(E=\frac{1}{2}kx^2\) 1,A (43..99) B (29..99),[\(E = \)`\(\mathrm{J}\)]A*(B^2)/200000,2012-08-27 14:08:51.32981,2012-08-27 14:13:43.162441,Find \(E\) when \(k=`A*10`\mathrm{Nm^{-1}}\) and  \(x=`B/1000`\mathrm{m}\). ,s2,sg00,Find \(E\) when \(k=`A*10`\mathrm{Nm^{-1}}\) and  \(x=`B/1000`\mathrm{m}\). ,1
75,\(V_{out}=\frac{R_2}{R_1+R_2} \times V_{in}\) 1,A (11..39) B (41..99) C (11..59),[\(V_{in} =\)`\(\mathrm{V} \)]C*(10*A+B)/(10*B),2012-08-28 15:39:43.936761,2012-08-28 18:17:03.792197,"Find \(V_{in}\) when \(R_1 = `A/10` \times 10^4\mathrm{\Omega}\), \(R_2 = `B/10` \times 10^3 \mathrm{\Omega}\) and \(V_{out}=`C/10` \mathrm{V} \)",s2,sg00 subsolve,"Find \(V_{in}\) when \(R_1 = `A/10` \times 10^4\mathrm{\Omega}\), \(R_2 = `B/10` \times 10^3 \mathrm{\Omega}\) and \(V_{out}=`C/10` \mathrm{V} \)",1
65,\(E=\frac{1}{2}kx^2\) 2,A (43..99) B (29..99),[\(k = \)`\(\mathrm{Nm^{-1}}\)]20000000*A/(B^2),2012-08-27 14:16:24.812455,2012-08-27 14:17:59.879033,Find \(k\) when \(E=`A/10`\mathrm{J}\) and  \(x=`B/10000`\mathrm{m}\). ,s2,sg00,Find \(k\) when \(E=`A/10`\mathrm{J}\) and  \(x=`B/10000`\mathrm{m}\). ,1
82,wire cross section,A (150..300),G[\( a = \)].25*pi*(A/100)^2s3[\( b = \)]-6h0,2012-08-31 05:36:51.936423,2012-09-07 12:51:30.386813,"Calculate the area of cross section of wire \(`A/100`\mathrm{mm}\) in diameter, giving the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{m^2}\)",s3,sg01,"Calculate the area of cross section of wire \(`A/100`\mathrm{mm}\) in diameter, giving the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{m^2}\)",1
81,J conversion 4,A (10001..79999),G[\( a = \)]A/10000h3[\( b = \)]-7h0,2012-08-31 05:31:16.347738,2012-08-31 05:31:46.669677,\(`A/100`\mathrm{nJ}\) in \(\mathrm{J}\),s5,sg01,\(`A/100`\mathrm{nJ}\) in \(\mathrm{J}\),1
73,\(W=Fx\cos{\theta}\) 1,A (11..39) B (21..59) C (21..59),[\(\theta = \)`\(°\)]180*acos((10*A)/(B*C))/pi,2012-08-28 15:23:22.859068,2012-08-28 15:28:42.732876,"Find the angle \(\theta°\) when \(W=`A/10`\mathrm{J}\), \(F=`B/10`\mathrm{N}\) and \(x=`C/10`\mathrm{m}\)",s2,sg00 subsolve,"Find the angle \(\theta°\) when \(W=`A/10`\mathrm{J}\), \(F=`B/10`\mathrm{N}\) and \(x=`C/10`\mathrm{m}\)",1
76,\(V_{out}=\frac{R_2}{R_1+R_2} \times V_{in}\) 2,A (11..39) B (41..99) C (11..35),[\(R_{2} =\)`\(\mathrm{\Omega} \)](B/C-1)*100*A,2012-08-28 15:45:02.997096,2012-08-28 18:17:24.020328,"Find \(R_1\) when \(R_2 = `A*100` \mathrm{\Omega}\), \(V_{in}=`B/10` \mathrm{V} \) and \(V_{out}=`C/10` \mathrm{V} \)",s2,sg00 subsolve,"Find \(R_1\) when \(R_2 = `A*100` \mathrm{\Omega}\), \(V_{in}=`B/10` \mathrm{V} \) and \(V_{out}=`C/10` \mathrm{V} \)",1
80,J conversion 3,A (7001..7099),G[\( a = \)]A/1000h3[\( b = \)]6h0,2012-08-31 05:29:46.995639,2012-08-31 05:32:06.90061,\(`A/1000`\mathrm{MJ}\) in \(\mathrm{J}\),s4,sg01,\(`A/1000`\mathrm{MJ}\) in \(\mathrm{J}\),1
84, \(\mathrm{mm^3}\) to  \(\mathrm{m^3}\),A (11..99),G[\( a = \)]A/10[\( b = \)]-9h0,2012-08-31 05:49:15.489141,2012-08-31 05:49:15.49556,"Convert a volume of \(`A/10`\mathrm{mm^3}\) to \(\mathrm{m^3}\), giving the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{m^3}\)",s2,sg01,"Convert a volume of \(`A/10`\mathrm{mm^3}\) to \(\mathrm{m^3}\), giving the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{m^3}\)",1
78,J conversion 1,A (1219..1999),[\( a = \)]A/1000h3[\( b = \)]4h0,2012-08-31 05:22:16.946271,2012-08-31 05:28:50.005622,\(`A/100`\mathrm{kJ}\) in \(\mathrm{J}\),s4,sg01,\(`A/100`\mathrm{kJ}\) in \(\mathrm{J}\),1
79,J conversion 2,A (1219..1999),G[\( a = \)]A/1000h3[\( b = \)]-4h0,2012-08-31 05:28:13.61324,2012-08-31 05:32:19.756935,\(`A/10000`\mathrm{mJ}\) in \(\mathrm{J}\),s4,sg01,\(`A/10000`\mathrm{mJ}\) in \(\mathrm{J}\),1
85,Volume in tube,"A (30..99) B (40,99)",G[\( a = \)]A*B/1000[\( b = \)]-5h0,2012-08-31 05:55:12.457915,2012-08-31 05:55:31.569625,What volume of liquid will fill a \(`A`\mathrm{cm}\) length of tube if the cross-sectional area of the tube is \(`B`\mathrm{mm^2}\)?  State the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{m^3}\),s2,sg01,What volume of liquid will fill a \(`A`\mathrm{cm}\) length of tube if the cross-sectional area of the tube is \(`B`\mathrm{mm^2}\)?  State the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{m^3}\),1
77,sg01 starlight - copy,A (31..69),G[\(a=\) ]A*0.09467[\(b=\)]19h0,2012-08-30 20:15:06.85763,2012-08-31 06:01:59.666872,It takes light \(`A*100`\) years to travel to us from a distant star. Light travels at \(3.0×10^8 \mathrm{ms}^{−1}\). Calculate the distance to this star in metres. State the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{m}\),s2,"",It takes light \(`A*100`\) years to travel to us from a distant star. Light travels at \(3.0×10^8 \mathrm{ms}^{−1}\). Calculate the distance to this star in metres. State the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{m}\),1
71,\(E=\frac{1}{2}kx^2\) 1.5,"A (201..499) B (101,199)",G[\(a = \)]A*B*B/2000000[\(b = \)]-6h0,2012-08-28 15:12:00.049122,2012-09-04 20:52:46.582683,Find \(E\) when \(k=`A/100` \times 10^4\mathrm{Nm^{-1}}\) and  \(x=`B/100` \times 10^{-5}\mathrm{m}\). Enter the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{J}\).,s3,sg00,Find \(E\) when \(k=`A/100` \times 10^4\mathrm{Nm^{-1}}\) and  \(x=`B/100` \times 10^{-5}\mathrm{m}\). Enter the values of \(a\) and \(b\) in \(a \times 10^b\mathrm{J}\).,1
93,Atom spacing 5,"",G[\( a = \)]7.40[\( b = \)]-15h0,2012-09-02 11:41:01.45237,2012-09-02 11:57:38.834802,"Use your last two answers to find the total volume of all the iron nuclei in a cubic metre of iron. State the values of \(a\) and \(b\) in \(a \times 10^b \mathrm{m^3}\). You will find the answer is a lot lot less than \(1\mathrm{m^3}\)! This is what people mean when they claim that matter is ""mostly empty space"".",s2,sg01,"Use your last two answers to find the total volume of all the iron nuclei in a cubic metre of iron. State the values of \(a\) and \(b\) in \(a \times 10^b \mathrm{m^3}\). You will find the answer is a lot lot less than \(1\mathrm{m^3}\)! This is what people mean when they claim that matter is ""mostly empty space"".",1
138,sg04 car 1a,A (511..911),[Weight = `\(\mathrm{N}\)]A*9.81[Reaction = `\(\mathrm{N}\)]A*9.81,2012-09-26 17:40:24.285744,2012-10-07 12:10:50.867072,The car in the diagram is travelling straight along the road. The mass of the car is \(`A`\mathrm{kg}\). Find the magnitudes of the weight and the reaction force in newtons.,s3,sg04,The car in the diagram is travelling straight along the road. The mass of the car is \(`A`\mathrm{kg}\). Find the magnitudes of the weight and the reaction force in newtons.,1
